1.000000000000000000e+00	2.809523809523809534e-01	2.461538461538461675e-01	2.700421940928269815e-01	4.425287356321839227e-01	3.546511627906976938e-01	2.805429864253393690e-01	3.525179856115107646e-01	3.303571428571428492e-01	3.736842105263157854e-01	2.355555555555555458e-01	3.905325443786982209e-01	2.510288065843621630e-01	2.000000000000000111e-01	2.643171806167400884e-01	5.028901734104046506e-01	3.924731182795698770e-01	2.654867256637168382e-01	3.351955307262569628e-01	1.975806451612903136e-01	2.479338842975206680e-01	3.360000000000000209e-01	2.730923694779116562e-01	2.829268292682926567e-01	3.483870967741935498e-01	5.620437956204379359e-01	2.945736434108527368e-01	3.317535545023696519e-01	5.714285714285713969e-01	2.513368983957219305e-01	2.685185185185185452e-01	3.434343434343434254e-01	2.216748768472906472e-01	2.122448979591836649e-01	4.191176470588235392e-01	4.943181818181818232e-01	4.375000000000000000e-01	2.027027027027027140e-01	4.276315789473684181e-01	2.727272727272727071e-01	2.876712328767123128e-01	2.798165137614678777e-01	2.920353982300885054e-01	2.291666666666666574e-01	3.242009132420091144e-01	3.522727272727272929e-01	6.124031007751937761e-01	3.312499999999999889e-01	3.694581280788177269e-01	3.526570048309178862e-01	3.664122137404580148e-01	2.232558139534883690e-01
2.809523809523809534e-01	1.000000000000000000e+00	4.119718309859154992e-01	5.180722891566265087e-01	4.977168949771689221e-01	5.979381443298968923e-01	4.285714285714285476e-01	3.054187192118226757e-01	5.182186234817813819e-01	4.632034632034632282e-01	6.063348416289592313e-01	6.165803108808289856e-01	4.541984732824427273e-01	5.491071428571429047e-01	5.757575757575758013e-01	3.373015873015873245e-01	2.824427480916030797e-01	4.637096774193548154e-01	2.248062015503876077e-01	6.403508771929824483e-01	4.465648854961832281e-01	1.563981042654028486e-01	5.390625000000000000e-01	6.748768472906403471e-01	3.619047619047618958e-01	3.791469194312795943e-01	5.222222222222222543e-01	5.911111111111111427e-01	3.414634146341463672e-01	5.948717948717948678e-01	6.635071090047393039e-01	3.450980392156862697e-01	6.169154228855721067e-01	4.552529182879377356e-01	4.594594594594594850e-01	3.492063492063491870e-01	1.497584541062801922e-01	7.029702970297029285e-01	4.773869346733668473e-01	5.666666666666666519e-01	6.244343891402714952e-01	5.822222222222221966e-01	4.470588235294117863e-01	4.820717131474103745e-01	5.420168067226890374e-01	6.578947368421053099e-01	2.231759656652360646e-01	4.646464646464646409e-01	4.915966386554621592e-01	4.395161290322580627e-01	4.301675977653631189e-01	6.425120772946859571e-01
2.461538461538461675e-01	4.119718309859154992e-01	1.000000000000000000e+00	4.982698961937715998e-01	4.618320610687022820e-01	3.419117647058823595e-01	6.938775510204081565e-01	2.307692307692307820e-01	6.104868913857678381e-01	5.173745173745173398e-01	4.539007092198581450e-01	3.954372623574144430e-01	7.031250000000000000e-01	5.343511450381679406e-01	5.518518518518518157e-01	3.611111111111111049e-01	3.914590747330961018e-01	7.272727272727272929e-01	4.106463878326996331e-01	5.052631578947368585e-01	8.008298755186722406e-01	2.105263157894736725e-01	5.536332179930796293e-01	5.310077519379845512e-01	3.425196850393700809e-01	3.206106870229007422e-01	6.408450704225352457e-01	5.128205128205127750e-01	3.306451612903225645e-01	4.409448818897637734e-01	5.092936802973977439e-01	6.048387096774193727e-01	4.901960784313725283e-01	6.692607003891050121e-01	2.896825396825397081e-01	3.715277777777777901e-01	1.719999999999999862e-01	5.000000000000000000e-01	3.320610687022900742e-01	5.000000000000000000e-01	4.129692832764504939e-01	4.731182795698924970e-01	6.245210727969349174e-01	6.297709923664122078e-01	5.805243445692883641e-01	4.068441064638783078e-01	2.830188679245282946e-01	4.139344262295082122e-01	5.241635687732342230e-01	3.966101694915254439e-01	2.745901639344262568e-01	4.522058823529411797e-01
2.700421940928269815e-01	5.180722891566265087e-01	4.982698961937715998e-01	1.000000000000000000e+00	4.814814814814814548e-01	4.678111587982832775e-01	4.464944649446494496e-01	2.638297872340425454e-01	5.416666666666666297e-01	5.611814345991561481e-01	5.480000000000000426e-01	5.288888888888888529e-01	4.491228070175438680e-01	5.596707818930041212e-01	6.363636363636363535e-01	3.131672597864768592e-01	2.602739726027397116e-01	4.905660377358490587e-01	2.167832167832167700e-01	4.817518248175182705e-01	5.278810408921933428e-01	2.000000000000000111e-01	5.547445255474452441e-01	6.533333333333333215e-01	2.470588235294117752e-01	3.514644351464434879e-01	5.598591549295774961e-01	6.250000000000000000e-01	3.008474576271186196e-01	4.595744680851063801e-01	6.946902654867256333e-01	3.786764705882352811e-01	5.256410256410256610e-01	4.448398576512455627e-01	3.482142857142856984e-01	3.238434163701067736e-01	1.392405063291139167e-01	5.409836065573770947e-01	5.233644859813083583e-01	5.560344827586206629e-01	5.454545454545454142e-01	6.302521008403361158e-01	4.851851851851851638e-01	5.074626865671642006e-01	5.405405405405405705e-01	5.917431192660550510e-01	2.053231939163498165e-01	4.247787610619468968e-01	4.548872180451127845e-01	3.321917808219178037e-01	3.846153846153846367e-01	4.879999999999999893e-01
4.425287356321839227e-01	4.977168949771689221e-01	4.618320610687022820e-01	4.814814814814814548e-01	1.000000000000000000e+00	5.783783783783783550e-01	5.336322869955156811e-01	4.529411764705882359e-01	6.008968609865470434e-01	6.666666666666666297e-01	4.279661016949152796e-01	5.638297872340425343e-01	4.235294117647058765e-01	4.120171673819742475e-01	5.309734513274336765e-01	5.410628019323671101e-01	4.324324324324324564e-01	4.870689655172413812e-01	3.484162895927601644e-01	4.412955465587044546e-01	4.917355371900826722e-01	2.988505747126437018e-01	4.803149606299212393e-01	5.707317073170731225e-01	4.486486486486486736e-01	5.251396648044692750e-01	5.115384615384614975e-01	6.190476190476190688e-01	5.297619047619047672e-01	5.181347150259066892e-01	5.416666666666666297e-01	5.186915887850467310e-01	4.549763033175355242e-01	4.471544715447154372e-01	4.911242603550295960e-01	5.406698564593301892e-01	2.359550561797752743e-01	4.424778761061947119e-01	5.862068965517240882e-01	5.550000000000000488e-01	4.890829694323143850e-01	4.955752212389380462e-01	4.872881355932203173e-01	4.508196721311475419e-01	5.374449339207048038e-01	5.882352941176470784e-01	4.126984126984126755e-01	7.548387096774193949e-01	5.896226415094339979e-01	4.803493449781659486e-01	4.968553459119496862e-01	4.439461883408071796e-01
3.546511627906976938e-01	5.979381443298968923e-01	3.419117647058823595e-01	4.678111587982832775e-01	5.783783783783783550e-01	1.000000000000000000e+00	3.787234042553191404e-01	3.550295857988165493e-01	4.803493449781659486e-01	5.100000000000000089e-01	4.434389140271493002e-01	5.862068965517240882e-01	3.424124513618677090e-01	4.266055045871559592e-01	5.471698113207547065e-01	4.000000000000000222e-01	3.215859030837004418e-01	3.682008368200836990e-01	2.556053811659192987e-01	4.889867841409691884e-01	3.719999999999999973e-01	1.954022988505747238e-01	5.042016806722688926e-01	5.353535353535353591e-01	4.204545454545454697e-01	4.739884393063583667e-01	4.423076923076922906e-01	5.117370892018778816e-01	4.484848484848484862e-01	5.027322404371584730e-01	5.365853658536585691e-01	3.954545454545454475e-01	4.820512820512820595e-01	4.024896265560166109e-01	5.294117647058823595e-01	4.074074074074073848e-01	1.812865497076023291e-01	4.666666666666666741e-01	6.024844720496894679e-01	5.181347150259066892e-01	5.833333333333333703e-01	5.458937198067632668e-01	3.933054393305439600e-01	3.827160493827160281e-01	4.843049327354260192e-01	6.508875739644970349e-01	2.769230769230769384e-01	5.582822085889570518e-01	4.369369369369369149e-01	4.792626728110598866e-01	5.602836879432624428e-01	5.124378109452736307e-01
2.805429864253393690e-01	4.285714285714285476e-01	6.938775510204081565e-01	4.464944649446494496e-01	5.336322869955156811e-01	3.787234042553191404e-01	1.000000000000000000e+00	3.098591549295774406e-01	6.413502109704641851e-01	5.107296137339055742e-01	4.759999999999999787e-01	4.298245614035087758e-01	5.799999999999999600e-01	5.361702127659574435e-01	5.180722891566265087e-01	3.873517786561264664e-01	4.227642276422764467e-01	6.981981981981981722e-01	3.983050847457627053e-01	5.645161290322581182e-01	7.086956521739130599e-01	2.227488151658767734e-01	5.632183908045976795e-01	5.663716814159291957e-01	4.018691588785046620e-01	3.677130044843049395e-01	6.346153846153845812e-01	5.762711864406779849e-01	3.568075117370891891e-01	5.186915887850467310e-01	5.208333333333333703e-01	5.589519650655021543e-01	5.479452054794520244e-01	6.371308016877637037e-01	3.209302325581395166e-01	3.937007874015748254e-01	1.666666666666666574e-01	5.299145299145299193e-01	3.688888888888888773e-01	5.520361990950226616e-01	3.814814814814814770e-01	4.741035856573705409e-01	7.174887892376681231e-01	6.425531914893617413e-01	5.362903225806451291e-01	4.304347826086956652e-01	3.171806167400881282e-01	4.829268292682926678e-01	5.974025974025973795e-01	4.214559386973180111e-01	3.235294117647058987e-01	4.936708860759493889e-01
3.525179856115107646e-01	3.054187192118226757e-01	2.307692307692307820e-01	2.638297872340425454e-01	4.529411764705882359e-01	3.550295857988165493e-01	3.098591549295774406e-01	1.000000000000000000e+00	3.183856502242152220e-01	3.597883597883597684e-01	2.017543859649122695e-01	3.430232558139534871e-01	2.500000000000000000e-01	2.090909090909090773e-01	2.466960352422907510e-01	5.329341317365269282e-01	5.269461077844311836e-01	2.645739910313901211e-01	5.259740259740259827e-01	2.157676348547717948e-01	2.468619246861924743e-01	7.947019867549669214e-02	3.041666666666666408e-01	3.214285714285714524e-01	4.335664335664335400e-01	4.893617021276595591e-01	3.095238095238095344e-01	3.317307692307692180e-01	4.696969696969697239e-01	2.921348314606741492e-01	3.043478260869565410e-01	3.232323232323232598e-01	2.978723404255319007e-01	2.107438016528925540e-01	3.897058823529411797e-01	5.146198830409356439e-01	3.418803418803418870e-01	2.232558139534883690e-01	4.105960264900662127e-01	2.462311557788944838e-01	2.930232558139534982e-01	2.910798122065727522e-01	3.211009174311926784e-01	2.435897435897435848e-01	3.240740740740740700e-01	3.526011560693641522e-01	3.509933774834437248e-01	2.743902439024390461e-01	3.908629441624365541e-01	4.603174603174602919e-01	3.565891472868217282e-01	2.102803738317756965e-01
3.303571428571428492e-01	5.182186234817813819e-01	6.104868913857678381e-01	5.416666666666666297e-01	6.008968609865470434e-01	4.803493449781659486e-01	6.413502109704641851e-01	3.183856502242152220e-01	1.000000000000000000e+00	5.228215767634855071e-01	5.673469387755102344e-01	5.642201834862384802e-01	5.471698113207547065e-01	5.346938775510203801e-01	5.783132530120481674e-01	4.186046511627907196e-01	4.092664092664092812e-01	6.333333333333333037e-01	3.476562500000000000e-01	5.207547169811320709e-01	6.518218623481781826e-01	2.026431718061673937e-01	6.206896551724138122e-01	6.849315068493150305e-01	3.755458515283842669e-01	4.414414414414414289e-01	6.730038022813688015e-01	7.276785714285713969e-01	4.339622641509434109e-01	4.847161572052401945e-01	6.450216450216450514e-01	5.308641975308642236e-01	5.458515283842795274e-01	6.721991701244813822e-01	4.103773584905660576e-01	4.247104247104246944e-01	1.814159292035398274e-01	5.286885245901639108e-01	4.104803493449781793e-01	6.966824644549762802e-01	4.531835205992509330e-01	5.524193548387096309e-01	6.722689075630252642e-01	6.434426229508196649e-01	6.851063829787233939e-01	5.288888888888888529e-01	3.138075313807531241e-01	5.263157894736841813e-01	5.546558704453441457e-01	4.349442379182156260e-01	3.768115942028985588e-01	5.122950819672130729e-01
3.736842105263157854e-01	4.632034632034632282e-01	5.173745173745173398e-01	5.611814345991561481e-01	6.666666666666666297e-01	5.100000000000000089e-01	5.107296137339055742e-01	3.597883597883597684e-01	5.228215767634855071e-01	1.000000000000000000e+00	4.279835390946502005e-01	4.975369458128078848e-01	4.979919678714859188e-01	4.933920704845815020e-01	5.964125560538116044e-01	4.429824561403508665e-01	3.723849372384936962e-01	4.791666666666666852e-01	3.333333333333333148e-01	4.698795180722891707e-01	5.330578512396694224e-01	2.688172043010752521e-01	5.019455252918287869e-01	5.159817351598173785e-01	4.404145077720207357e-01	4.816753926701570765e-01	5.150375939849624052e-01	5.021459227467811592e-01	4.510869565217391353e-01	4.780487804878048586e-01	5.312500000000000000e-01	5.437788018433179493e-01	5.095238095238094900e-01	4.758064516129032473e-01	4.555555555555555469e-01	4.434782608695652106e-01	2.041884816753926635e-01	4.672489082969432106e-01	5.052631578947368585e-01	5.285714285714285809e-01	4.872881355932203173e-01	5.000000000000000000e-01	5.168067226890756816e-01	4.796747967479674801e-01	5.676855895196506463e-01	5.198019801980198196e-01	3.381642512077294715e-01	5.932203389830508211e-01	5.630630630630630851e-01	4.129554655870445457e-01	4.335260115606936471e-01	4.372294372294372455e-01
